FA1	S10E10	517c80d5912764da5b5bccd4021c91281f4f17af25e94e62d5af8a71fca7e590	c9975ed05310c85c393edf61f6be060258af13a9470db2dc0d61c2b4617d6a19	1378476	remote=7269b967bfd9951bc5cff949d7ae0df49671784fa2e6e74688e00ea1007c56a5
409e28dc90750f9f096dda5fca0805565248be54dbb59dac6432907bf52ff13e	7313	9132	-0.1667
9aa38443a6c76abe83e30c0d01acb837421a81fca791c2c4c5c1b87b42c3885d	9932	10872	-0.3417
e207be57b0eecf6f009c432acd2e6dfa060991d62cc05d1178c61afe97b62c43	10732	11652	-0.1142
50ce08b043cb260872335c434d4047cb03291de3702a6eac4c70bd9263b46129	13252	14592	-0.0405
185915a10294f99c2d0bc20e64d8230e6582ac296449e596a36d35fd05edca8a	14772	16712	-0.0595
0ef4392c6a23d2fb3631a3739ae060a5f1d1550ab53d48b7ba1c407d6987a1b0	18812	19852	-0.1171
8c1c0ce7a6f2f6a9700165c8b347b095221a0c4b8fbea45c940fa3f08286b27b	19752	20792	-0.0359
dd53e515719de8cf1834aaa8aae8d45ffec5a8f40dcd06e37ac228cee210d81f	20752	21572	-0.0481
1f92d2f15281ea859ade65f6494ecc805d8171e56ca6a3345b9f7fb1e4d7837c	21672	22132	-0.2272
dfdb9493c4bf63e0f54983bb8bb4824faed0d489b782248f84410337f84319f5	25392	26072	-0.0048
1531295d855d5cb7c70f7e56172068583191c500e075e07d9341113d08d2e1f8	25932	26832	-0.0246
ddedd6d6208825d0bf1d0598e83fe2a3b66c3f063ca14f600afcebe2b743851d	27992	29412	-0.4754
7b8c0de9d5896c5c71e9e2049c4664cb5ec7b85859123ea87b1cebdd09840188	29232	30272	-1.0545
147c47f3ae6b3a9540f96919ada3d2ab2341118ffcfeaedc35af8da123994bce	30132	32193	-0.0367
a5f0a0b57c104399c225772d3a31225b37f4d493d09ee30c678d30c96ee3c872	35512	36793	-0.0215
61ecc62c9337b69815c2e22b743189ad3f5d69470f9574b1380e887e9b6a5b8e	38973	39952	-0.3912
9e73e48f98c49a4ac5b57cdb8a2a2d743171f62aab148e92436461842974dea7	39772	40812	-0.1818
f1f779165fc9d62e80b0a754be49cbfca3c74e841b15c1cc8e31bd7e8bef7e5e	41852	42372	-0.0189
4a85afbe96ff8a45ecb8a0e75ace7ada221777875e72aa8cc8f55719fc481d80	43012	44912	-1.2437
679bc8bccff6afefba143e767aeaa7a9f45ef8239d67c3d13e6fb5d8ee2e734a	47872	50793	-2.1008
b30315304ebf36d3fd6a4e0486c50e2995858e1b33f358420dc55a6aa5531aac	50973	52713	-0.7274
270379098015b6a3c89501e7dce2b51b019df5abbb37b9f466d510aea4baee8f	-1	-1	-5.1401
745c36d27c53001766472e5d9523f621b653fe2792fb7ac3a491927f1ac4d385	55332	56393	-0.2473
1a573d8f198745245915ba1e868fd49595f3dff259f238b9fa61d514ba9a26b6	56152	57753	-0.1745
171e6ed5477c39586fb8df34d8abcce4cf071b42b004bbffcab223020c33a341	-1	-1	-2.5048
a6c235c207915ff4ad00f5c27abaa07ceb5aba9352e235285f0faf09aaeb8daa	64453	65873	-0.6759
dbf7c444a7e11ce3ddc900675cb3a8b873942bf630f67aa223e961c2d1fe086f	67593	69313	-0.1106
973bd22673475973bc8a2d653d712cf2b99e93c40ef13933cf1fd690eeaebdb5	69792	72533	-0.871
f2946c02555d30a24cbc14bf3019ba1c30bb4e652f9c14d458a74e85ae6a74b2	72413	73852	-1.6941
ab1497a429fc86b7ac95f422a0a89e6568f580f944b9da0588a5669ed7df7e7a	73652	75712	-0.6768
0f364009368b67743cb6bc0d3adecf3352ce5e3bb5dae0c249dca9b82ffe17fa	-1	-1	-2.3963
b6c8e8d18dcd19b42dd22a9d6fe57555e44e7c64ce5f6519394547778b704d1f	114712	119992	-1.6034
d21b45c9808a79e27983d3c0463d087267386ba38a89a3a18bc9630e12707bb5	120432	121413	-1.3578
71cac8762fb6928b9dfc841e5b9e2dced7a29a6ae11566489ef7331cbce86946	122033	123793	-0.1611
777a839704e92b8ba92b4e14a946fb7902eb627ce44dfdb1e7956bf370382fb1	123973	125173	-0.5263
a628f71f9e37585d3b1437889a13b192ef86130339d453728825f5e2dfa581b0	126053	127293	-0.26
e08d896f256a450a552d21e19d463f49f29ebf62f414010048b079cc759ba670	127093	128652	-0.4142
63530927632d82de7e432ef0060b2b1f3e9b862578445e468b45e31ba15a93d3	-1	-1	-2.8847
87897ff3e1e0f17326a68844a82ee75dbbe9dc55ce81c9a14e478a4cfd0eee7d	134072	135092	-0.802
8280c320ce274643671f40885207602212507485bdb23d5859e956b82c33b81b	134932	135732	-0.1347
6f6a5abc2d4c431f79d190c5697ec95d6d72ee0caf475e7de921c07ef7a62b89	136552	137592	-0.064
5763f781d332e70f10bbb54a1946bb65eedde666cf8ac2ecd6df095d3c7a7f7e	138512	140312	-0.117
0b100532377e04fb4dca669154814e1a04543f0dd8ac8cb64b303109fdf2c43f	140772	142432	-0.0578
4ef8f6b7af2482c00d7214bc60606357cf1c37fa8094c80338f4441114380a38	142792	143672	-0.0931
ca5e331d6bc86044f7b91f9807b115a486f3495e9ccfaa8576a2860727273b60	143772	146292	-0.0166
6aabc7b50dc5572a089927316279f34dba3b400f1d7accbf33aab498d4ea03c0	146352	147432	-0.0152
9d124a48df5e1c6707eb3b85268b9785cbd96739605f0c43b0e25c460043761f	147272	148712	-0.2528
78cd5f87f8af6455cd632e0e63bcd5bfdc9b5d1323cce53fa74e2166947c3fa4	148512	150492	-0.1429
6b8eeda463835c2b9f85885a3d7c3648ee0c9c1e5469a77c8af7061a310b8004	150332	151312	-0.0385
3efc5f90ed1a180825c54416c598ffc4e0bcb092c48cd50363b35fcd70892b2a	154572	156072	-0.0234
3e5cff6fa601d1ffb745e9349efae8d230aefa64ef3e0d0010c9de6ea7d5b091	156172	158472	-0.7384
27b81cb26a982f8e7f95b785c99b868714f82d3064221fe16e79e453c25bf467	158592	160292	-0.0436
19a315e3fbea4cc9f5a57d05bafd02618f0576207fc82d6a4714089f97482dd9	160172	161572	-2.1922
bde1606b64da0a153a176d0c1eb34fe5ab668c37758195bd65ed2f16a5e9ad34	164432	165452	-1.4369
b3e65297ae8f9a05b9a38052a78ced5b9ce4786477e86c98de8843bf3cb4fd17	170432	173072	-1.3978
f99b61194cc53a7ea7596921e548b07d24d56443f43e4406150fa7ab72aa7f02	173452	175372	-0.1724
e893ff208c2a23e8c609211bc61fb38f51731084e71911b35c169386123662bd	175232	176712	-0.1795
34fcba85caf5bdf40e472560e65b3b21059cf3b1a7bdf78e54cd82afdcfc952b	176492	178052	-0.228
c8d416f971b05f68a6ee23d385b3a6883f7816229a945317f9a7c0f4eedb0974	180272	181632	-0.3591
5edf82ee142861fc5f4e433cee541a4e525f09ed9aa1d98cfd583b56ee9069a9	181992	183952	-0.6172
ad69d969eaba919f4c4af71a251ec1380ecb56817434cf27856f81f3da045f0b	187772	190212	-0.3176
e4b29443efbb8e60129764e4bead7bb9317608e8260fd62da7171498a101ebe7	189972	191572	-0.5122
4a8fbde992e989f7eec7a55a926fe35be702404eceb7aa079b58da153b1d63ad	191412	193532	-0.1254
bddf5aa2233db3ea78c895f10ecd1f62c7ee0e8fd6077c86c0083bc4f4296d74	193572	199692	-0.258
