FA1	S05E07	397926cffbea3fbf35d698a6f0697d9ab07d08f3dec82577a68f713af9f5aeea	ba9fc0344124420d7d51a7cfdfb9c24ac8eb16f579f642528f73f7c78656e96c	1332408	remote=8c8698a69397399f34eb3859177b844224b4ccf93a0c6805c6b7ceadcf0050f0
86bb54c5ab6773c383351e28bf0ecd7a53163e7028c0e72fa54b80eebb83c106	5693	7352	-0.0291
2144e72e0e357c8dfd625956e48515a210c9e4b08ed1759ae119b67253f5ab4b	8092	9072	-0.0578
61672bcb5010896e69a856e1dcd93eb96aa689784f605b292b888a339b758c26	10732	11552	-0.0583
d1714c6c26f4c86a7183923f701224247343edf7d33847149eb120102e3804c6	12832	14952	-0.5324
378702ba950b87b2d8321d50ac44c5ce1f01bbf62ab5401034be532913b377c8	19772	20792	-2.2471
4a924255bad1a1b4673ca71379640bb0890e6ba6dae5e1aa0c4c4ecb170ffdae	21332	23252	-0.0585
cb1f07ba454f1f596fe175329aa7f94d1f5ea2b2d15f638a4d02fafe9a59aa2f	23512	24532	-0.4676
452d86dbda11dad80119808d623c4477afce6aba2661e37a19feaa40c43c0ef1	25232	27812	-0.3319
1086907151216ea56bede74623c07e5046c67f38cd97fc7aecefa093033bc259	27892	29272	-1.0203
634a71aaefeb0cb7ce7d95236ea3cfaa4ca49ee37c6ead6dfa33cc244e14c854	29192	31972	-0.0367
1e74cc63eeda993870e9725bd07fe443386e2205086e8217a0e9f16b0f4a7b78	32092	33652	-1.5477
6f5af7e00ba581634d30f31c12793635d48d53b054aed060a93081b7abb240a4	33772	35732	-0.0498
c1185e6f158d00785ccbb1caa035fbdfbf266ff3f8b01839dce69470deef08ce	37852	39753	-0.3301
ffc0bc5331d869f4380fd1105acfb9235bb9a2d8a3ceef088b7933dbd352a159	-1	-1	-4.0541
e8e97b5d92158ea7616c6a84de447ba30f7166f1f02f8d17a69987cf216e30a5	41652	42692	-0.04
1339a59b222d4c9cb3d3da69132a4c28c91c59ce10b8a01cabb144943b5161d4	42732	45812	-0.026
6cb5bc7d93cf79a38f9f92d1032e82f944a2700c1e8d88027891d4989c646ef0	45613	47452	-0.05
3575fd4ab172e72d88ca631c3a5cb0bd70bc2245cc66879100c37b115aaef496	50012	51652	-2.2032
44d8d9426cfd7c70c5c56b2f58910c49dded2d6401c1ed0bd8a42fc4825135a5	51713	53793	-0.097
1435b054169062dc73257a68c40ffe3276071e196e2180aba3f6fe3e8000151e	53592	56813	-2.4652
e2ce6a66d5e85ef7406e0b0564c679389857a46f422f80a69c7fd8d39a43886b	56652	60132	-0.5426
edc9432abc4ea191c1402bdf1fafbdde31bb789c374eff26e6c91063c13126f2	63213	65513	-0.1216
4299ac36e45693768a818b17d8703677bc226b450dadd02dc1c81f8d95679ced	-1	-1	-2.702
4bfe6ab07daed5aabfef2a4d2ce6f27a6f249cbd4bf11a6ee00e18c0cece54d6	119053	121473	-1.0585
2952a8152cc4f3d13eaa2dc28b8c0afd7a36bc134211c0e48eaf39e961b92b0e	-1	-1	-2.6147
d7304c4bd45bb9e5ac2b3c32af927dfa59af7772065c0efcfe9500c9af80437b	123492	124373	-1.8736
